Doc0 tragedy of romeo and juliet
Doc1 by william shakespeare
Doc2 dramatis personae
Doc3   chorus
Doc2844     and her immortal part with angels lives
Doc2845     i saw her laid low in her kindreds vault
Doc2846     and presently took post to tell it you
Doc2847     o pardon me for bringing these ill news
Doc2848     since you did leave it for my office sir
Doc2849   rom is it een so? then i defy you stars
Doc2850     thou knowest my lodging get me ink and paper
Doc2851     and hire posthorses i will hence to night
Doc2852   man i do beseech you sir have patience
Doc2853     your looks are pale and wild and do import
Doc2854     some misadventure
Doc2855   rom tush thou art deceivd
Doc2856     leave me and do the thing i bid thee do
Doc2857     hast thou no letters to me from the friar?
Doc2858   man no my good lord
Doc2859   rom no matter get thee gone
Doc2860     and hire those horses ill be with thee straight
Doc2861                                                exit [balthasar]
Doc2862     well juliet i will lie with thee to night
Doc2863     lets see for means o mischief thou art swift
Doc2864     to enter in the thoughts of desperate men
Doc2865     i do remember an apothecary
Doc2866     and hereabouts a dwells which late i noted
Doc2867     in tattred weeds with overwhelming brows
Doc2868     culling of simples meagre were his looks
Doc2869     sharp misery had worn him to the bones
Doc2870     and in his needy shop a tortoise hung
Doc2871     an alligator stuffd and other skins
Doc2872     of ill shaped fishes and about his shelves
Doc2873     a beggarly account of empty boxes
Doc2874     green earthen pots bladders and musty seeds
Doc2875     remnants of packthread and old cakes of roses
Doc2876     were thinly scattered to make up a show
Doc2877     noting this penury to myself i said
Doc2878     an if a man did need a poison now
Doc2879     whose sale is present death in mantua
Doc2880     here lives a caitiff wretch would sell it him
Doc2881     o this same thought did but forerun my need
Doc2882     and this same needy man must sell it me
Doc2883     as i remember this should be the house
Doc2884     being holiday the beggars shop is shut what ho apothecary
Doc2885                         enter apothecary
Doc2886   apoth who calls so loud?
Doc2887   rom come hither man i see that thou art poor
Doc2888     hold there is forty ducats let me have
Doc2889     a dram of poison such soon speeding gear
Doc2890     as will disperse itself through all the veins
Doc2891     that the life weary taker mall fall dead
Doc2892     and that the trunk may be dischargd of breath
Doc2893     as violently as hasty powder fird
Doc2894     doth hurry from the fatal cannons womb
Doc2895   apoth such mortal drugs i have but mantuas law
Doc2896     is death to any he that utters them
Doc2897   rom art thou so bare and full of wretchedness
Doc2898     and fearest to die? famine is in thy cheeks
Doc2899     need and oppression starveth in thine eyes
Doc2900     contempt and beggary hangs upon thy back
Doc2901     the world is not thy friend nor the worlds law
Doc2902     the world affords no law to make thee rich
Doc2903     then be not poor but break it and take this
Doc2904   apoth my poverty but not my will consents
Doc2905   rom i pay thy poverty and not thy will
Doc2906   apoth put this in any liquid thing you will
Doc2907     and drink it off and if you had the strength
Doc2908     of twenty men it would dispatch you straight
Doc2909   rom there is thy gold  worse poison to mens souls
Doc2910     doing more murther in this loathsome world
Doc2911     than these poor compounds that thou mayst not sell
Doc2912     i sell thee poison thou hast sold me none
Doc2913     farewell buy food and get thyself in flesh
Doc2914     come cordial and not poison go with me
Doc2915     to juliets grave for there must i use thee
Doc2916                                                          exeunt
Doc2917 scene ii
Doc2918 verona friar laurences cell
Doc2919 enter friar john to friar laurence
Doc2920   john holy franciscan friar brother ho
Doc2921                       enter friar laurence
Doc2922   laur this same should be the voice of friar john
Doc2923     welcome from mantua what says romeo?
Doc2924     or if his mind be writ give me his letter
Doc2925   john going to find a barefoot brother out
Doc2926     one of our order to associate me
Doc2927     here in this city visiting the sick
Doc2928     and finding him the searchers of the town
Doc2929     suspecting that we both were in a house
Doc2930     where the infectious pestilence did reign
Doc2931     seald up the doors and would not let us forth
Doc2932     so that my speed to mantua there was stayd
Doc2933   laur who bare my letter then to romeo?
Doc2934   john i could not send it  here it is again 
Doc2935     nor get a messenger to bring it thee
Doc2936     so fearful were they of infection
Doc2937   laur unhappy fortune by my brotherhood
Doc2938     the letter was not nice but full of charge
Doc2939     of dear import and the neglecting it
Doc2940     may do much danger friar john go hence
Doc2941     get me an iron crow and bring it straight
Doc2942     unto my cell
Doc2943   john brother ill go and bring it thee                 exit
Doc2944   laur now must i to the monument alone
Doc2945     within this three hours will fair juliet wake
Doc2946     she will beshrew me much that romeo
Doc2947     hath had no notice of these accidents
Doc2948     but i will write again to mantua
Doc2949     and keep her at my cell till romeo come 
Doc2950     poor living corse closd in a dead mans tomb        exit
Doc2951 scene iii
Doc2952 verona a churchyard in it the monument of the capulets
Doc2953 enter paris and his page with flowers and [a torch]
Doc2954   par give me thy torch boy hence and stand aloof
Doc2955     yet put it out for i would not be seen
Doc2956     under yond yew tree lay thee all along
Doc2957     holding thine ear close to the hollow ground
Doc2958     so shall no foot upon the churchyard tread
Doc2959     (being loose unfirm with digging up of graves)
Doc2960     but thou shalt hear it whistle then to me
Doc2961     as signal that thou hearst something approach
Doc2962     give me those flowers do as i bid thee go
Doc2963   page [aside] i am almost afraid to stand alone
Doc2964     here in the churchyard yet i will adventure     [retires]
Doc2965   par sweet flower with flowers thy bridal bed i strew
Doc2966     (o woe thy canopy is dust and stones)
Doc2967     which with sweet water nightly i will dew
Doc2968     or wanting that with tears distilld by moans
Doc2969     the obsequies that i for thee will keep
Doc2970     nightly shall be to strew thy grave and weep
Doc2971                                                     whistle boy
Doc2972     the boy gives warning something doth approach
Doc2973     what cursed foot wanders this way to night
Doc2974     to cross my obsequies and true loves rite?
Doc2975     what with a torch? muffle me night awhile     [retires]
Doc2976        enter romeo and balthasar with a torch a mattock
Doc2977                     and a crow of iron
Doc2978   rom give me that mattock and the wrenching iron
Doc2979     hold take this letter early in the morning
Doc2980     see thou deliver it to my lord and father
Doc2981     give me the light upon thy life i charge thee
Doc2982     whateer thou hearest or seest stand all aloof
Doc2983     and do not interrupt me in my course
Doc2984     why i descend into this bed of death
Doc2985     is partly to behold my ladys face
Doc2986     but chiefly to take thence from her dead finger
Doc2987     a precious ring  a ring that i must use
Doc2988     in dear employment therefore hence be gone
Doc2989     but if thou jealous dost return to pry
Doc2990     in what i farther shall intend to do
Doc2991     by heaven i will tear thee joint by joint
Doc2992     and strew this hungry churchyard with thy limbs
Doc2993     the time and my intents are savage wild
Doc2994     more fierce and more inexorable far
Doc2995     than empty tigers or the roaring sea
Doc2996   bal i will be gone sir and not trouble you
Doc2997   rom so shalt thou show me friendship take thou that
Doc2998     live and be prosperous and farewell good fellow
Doc2999   bal [aside] for all this same ill hide me hereabout
Doc3000     his looks i fear and his intents i doubt        [retires]
Doc3001   rom thou detestable maw thou womb of death
Doc3002     gorgd with the dearest morsel of the earth
Doc3003     thus i enforce thy rotten jaws to open
Doc3004     and in despite ill cram thee with more food
Doc3005                                            romeo opens the tomb
Doc3006   par this is that banishd haughty montague
Doc3007     that murdred my loves cousin  with which grief
Doc3008     it is supposed the fair creature died 
Doc3009     and here is come to do some villanous shame
Doc3010     to the dead bodies i will apprehend him
Doc3011     stop thy unhallowed toil vile montague
Doc3012     can vengeance be pursud further than death?
Doc3013     condemned villain i do apprehend thee
Doc3014     obey and go with me for thou must die
Doc3015   rom i must indeed and therefore came i hither
Doc3016     good gentle youth tempt not a desprate man
Doc3017     fly hence and leave me think upon these gone
Doc3018     let them affright thee i beseech thee youth
Doc3019     but not another sin upon my head
Doc3020     by urging me to fury o be gone
Doc3021     by heaven i love thee better than myself
Doc3022     for i come hither armd against myself
Doc3023     stay not be gone live and hereafter say
Doc3024     a madmans mercy bid thee run away
Doc3025   par i do defy thy conjuration
Doc3026     and apprehend thee for a felon here
Doc3027   rom wilt thou provoke me? then have at thee boy
Doc3028                                                      they fight
Doc3029   page o lord they fight i will go call the watch
Doc3030                                             [exit paris falls]
Doc3031   par o i am slain if thou be merciful
Doc3032     open the tomb lay me with juliet                   [dies]
Doc3033   rom in faith i will let me peruse this face
Doc3034     mercutios kinsman noble county paris
Doc3035     what said my man when my betossed soul
Doc3036     did not attend him as we rode? i think
Doc3037     he told me paris should have married juliet
Doc3038     said he not so? or did i dream it so?
Doc3039     or am i mad hearing him talk of juliet
Doc3040     to think it was so? o give me thy hand
Doc3041     one writ with me in sour misfortunes book
Doc3042     ill bury thee in a triumphant grave
Doc3043     a grave? o no a lanthorn slaughtred youth
Doc3044     for here lies juliet and her beauty makes
Doc3045     this vault a feasting presence full of light
Doc3046     death lie thou there by a dead man interrd
Doc3047                                          [lays him in the tomb]
Doc3048     how oft when men are at the point of death
Doc3049     have they been merry which their keepers call
Doc3050     a lightning before death o how may i
Doc3051     call this a lightning? o my love my wife
Doc3052     death that hath suckd the honey of thy breath
Doc3053     hath had no power yet upon thy beauty
Doc3054     thou art not conquerd beautys ensign yet
Doc3055     is crimson in thy lips and in thy cheeks
Doc3056     and deaths pale flag is not advanced there
Doc3057     tybalt liest thou there in thy bloody sheet?
Doc3058     o what more favour can i do to thee
Doc3059     than with that hand that cut thy youth in twain
Doc3060     to sunder his that was thine enemy?
Doc3061     forgive me cousin ah dear juliet
Doc3062     why art thou yet so fair? shall i believe
Doc3063     that unsubstantial death is amorous
Doc3064     and that the lean abhorred monster keeps
Doc3065     thee here in dark to be his paramour?
Doc3066     for fear of that i still will stay with thee
Doc3067     and never from this palace of dim night
Doc3068     depart again here here will i remain
Doc3069     with worms that are thy chambermaids o here
Doc3070     will i set up my everlasting rest
Doc3071     and shake the yoke of inauspicious stars
Doc3072     from this world wearied flesh eyes look your last
Doc3073     arms take your last embrace and lips o you
Doc3074     the doors of breath seal with a righteous kiss
Doc3075     a dateless bargain to engrossing death
Doc3076     come bitter conduct come unsavoury guide
Doc3077     thou desperate pilot now at once run on
Doc3078     the dashing rocks thy seasick weary bark
Doc3079     heres to my love [drinks] o true apothecary
Doc3080     thy drugs are quick thus with a kiss i die          falls
Doc3081     enter friar [laurence] with lanthorn crow and spade
Doc3082   friar saint francis be my speed how oft to night
Doc3083     have my old feet stumbled at graves whos there?
Doc3084   bal heres one a friend and one that knows you well
Doc3085   friar bliss be upon you tell me good my friend
Doc3086     what torch is yond that vainly lends his light
Doc3087     to grubs and eyeless skulls? as i discern
Doc3088     it burneth in the capels monument
Doc3089   bal it doth so holy sir and theres my master
Doc3090     one that you love
Doc3091   friar who is it?
Doc3092   bal romeo
Doc3093   friar how long hath he been there?
Doc3094   bal full half an hour
Doc3095   friar go with me to the vault
Doc3096   bal i dare not sir
Doc3097     my master knows not but i am gone hence
Doc3098     and fearfully did menace me with death
Doc3099     if i did stay to look on his intents
Doc3100   friar stay then ill go alone fear comes upon me
Doc3101     o much i fear some ill unthrifty thing
Doc3102   bal as i did sleep under this yew tree here
Doc3103     i dreamt my master and another fought
Doc3104     and that my master slew him
Doc3105   friar romeo
Doc3106     alack alack what blood is this which stains
Doc3107     the stony entrance of this sepulchre?
Doc3108     what mean these masterless and gory swords
Doc3109     to lie discolourd by this place of peace? [enters the tomb]
Doc3110     romeo o pale who else? what paris too?
Doc3111     and steepd in blood? ah what an unkind hour
Doc3112     is guilty of this lamentable chance the lady stirs
Doc3113                                                    juliet rises
Doc3114   jul o comfortable friar where is my lord?
Doc3115     i do remember well where i should be
Doc3116     and there i am where is my romeo?
Doc3117   friar i hear some noise lady come from that nest
Doc3118     of death contagion and unnatural sleep
Doc3119     a greater power than we can contradict
Doc3120     hath thwarted our intents come come away
Doc3121     thy husband in thy bosom there lies dead
Doc3122     and paris too come ill dispose of thee
Doc3123     among a sisterhood of holy nuns
Doc3124     stay not to question for the watch is coming
Doc3125     come go good juliet i dare no longer stay
Doc3126   jul go get thee hence for i will not away
Doc3127                                                    exit [friar]
Doc3128     whats here? a cup closd in my true loves hand?
Doc3129     poison i see hath been his timeless end
Doc3130     o churl drunk all and left no friendly drop
Doc3131     to help me after? i will kiss thy lips
Doc3132     haply some poison yet doth hang on them
Doc3133     to make me die with a restorative             [kisses him]
Doc3134     thy lips are warm
Doc3135   chief watch [within] lead boy which way?
Doc3136     yea noise? then ill be brief o happy dagger
Doc3137                                       [snatches romeos dagger]
Doc3138     this is thy sheath there rest and let me die
Doc3139                   she stabs herself and falls [on romeos body]
Doc3140                 enter [pariss] boy and watch
Doc3141   boy this is the place there where the torch doth burn
Doc3142   chief watch the ground is bloody search about the churchyard
Doc3143     go some of you whoeer you find attach
Doc3144                                      [exeunt some of the watch]
Doc3145     pitiful sight here lies the county slain
Doc3146     and juliet bleeding warm and newly dead
Doc3147     who here hath lain this two days buried
Doc3148     go tell the prince run to the capulets
Doc3149     raise up the montagues some others search
Doc3150                                    [exeunt others of the watch]
Doc3151     we see the ground whereon these woes do lie
Doc3152     but the true ground of all these piteous woes
Doc3153     we cannot without circumstance descry
Doc3154      enter [some of the watch] with romeos man [balthasar]
Doc3155   2 watch heres romeos man we found him in the churchyard
Doc3156   chief watch hold him in safety till the prince come hither
Doc3157           enter friar [laurence] and another watchman
Doc3158   3 watch here is a friar that trembles sighs and weeps
Doc3159     we took this mattock and this spade from him
Doc3160     as he was coming from this churchyard side
Doc3161   chief watch a great suspicion stay the friar too
Doc3162               enter the prince [and attendants]
Doc3163   prince what misadventure is so early up
Doc3164     that calls our person from our morning rest?
Doc3165             enter capulet and his wife [with others]
Doc3166   cap what should it be that they so shriek abroad?
Doc3167   wife the people in the street cry romeo
Doc3168     some juliet and some paris and all run
Doc3169     with open outcry toward our monument
Doc3170   prince what fear is this which startles in our ears?
Doc3171   chief watch sovereign here lies the county paris slain
Doc3172     and romeo dead and juliet dead before
Doc3173     warm and new killd
Doc3174   prince search seek and know how this foul murder comes
Doc3175   chief watch here is a friar and slaughterd romeos man
Doc3176     with instruments upon them fit to open
Doc3177     these dead mens tombs
Doc3178   cap o heavens o wife look how our daughter bleeds
Doc3179     this dagger hath mistaen for lo his house
Doc3180     is empty on the back of montague
Doc3181     and it missheathed in my daughters bosom
Doc3182   wife o me this sight of death is as a bell
Doc3183     that warns my old age to a sepulchre
Doc3184                enter montague [and others]
Doc3185   prince come montague for thou art early up
Doc3186     to see thy son and heir more early down
Doc3187   mon alas my liege my wife is dead to night
Doc3188     grief of my sons exile hath stoppd her breath
Doc3189     what further woe conspires against mine age?
Doc3190   prince look and thou shalt see
Doc3191   mon o thou untaught what manners is in this
Doc3192     to press before thy father to a grave?
Doc3193   prince seal up the mouth of outrage for a while
Doc3194     till we can clear these ambiguities
Doc3195     and know their spring their head their true descent
Doc3196     and then will i be general of your woes
Doc3197     and lead you even to death meantime forbear
Doc3198     and let mischance be slave to patience
Doc3199     bring forth the parties of suspicion
Doc3200   friar i am the greatest able to do least
Doc3201     yet most suspected as the time and place
Doc3202     doth make against me of this direful murther
Doc3203     and here i stand both to impeach and purge
Doc3204     myself condemned and myself excusd
Doc3205   prince then say it once what thou dost know in this
Doc3206   friar i will be brief for my short date of breath
Doc3207     is not so long as is a tedious tale
Doc3208     romeo there dead was husband to that juliet
Doc3209     and she there dead that romeos faithful wife
Doc3210     i married them and their stoln marriage day
Doc3211     was tybalts doomsday whose untimely death
Doc3212     banishd the new made bridegroom from this city
Doc3213     for whom and not for tybalt juliet pind
Doc3214     you to remove that siege of grief from her
Doc3215     betrothd and would have married her perforce
Doc3216     to county paris then comes she to me
Doc3217     and with wild looks bid me devise some mean
Doc3218     to rid her from this second marriage
Doc3219     or in my cell there would she kill herself
Doc3220     then gave i her (so tutored by my art)
Doc3221     a sleeping potion which so took effect
Doc3222     as i intended for it wrought on her
Doc3223     the form of death meantime i writ to romeo
Doc3224     that he should hither come as this dire night
Doc3225     to help to take her from her borrowed grave
Doc3226     being the time the potions force should cease
Doc3227     but he which bore my letter friar john
Doc3228     was stayd by accident and yesternight
Doc3229     returnd my letter back then all alone
Doc3230     at the prefixed hour of her waking
Doc3231     came i to take her from her kindreds vault
Doc3232     meaning to keep her closely at my cell
Doc3233     till i conveniently could send to romeo
Doc3234     but when i came some minute ere the time
Doc3235     of her awaking here untimely lay
Doc3236     the noble paris and true romeo dead
Doc3237     she wakes and i entreated her come forth
Doc3238     and bear this work of heaven with patience
Doc3239     but then a noise did scare me from the tomb
Doc3240     and she too desperate would not go with me
Doc3241     but as it seems did violence on herself
Doc3242     all this i know and to the marriage
Doc3243     her nurse is privy and if aught in this
Doc3244     miscarried by my fault let my old life
Doc3245     be sacrificd some hour before his time
Doc3246     unto the rigour of severest law
Doc3247   prince we still have known thee for a holy man
Doc3248     wheres romeos man? what can he say in this?
Doc3249   bal i brought my master news of juliets death
Doc3250     and then in post he came from mantua
Doc3251     to this same place to this same monument
Doc3252     this letter he early bid me give his father
Doc3253     and threatned me with death going in the vault
Doc3254     if i departed not and left him there
Doc3255   prince give me the letter i will look on it
Doc3256     where is the countys page that raisd the watch?
Doc3257     sirrah what made your master in this place?
Doc3258   boy he came with flowers to strew his ladys grave
Doc3259     and bid me stand aloof and so i did
Doc3260     anon comes one with light to ope the tomb
Doc3261     and by and by my master drew on him
Doc3262     and then i ran away to call the watch
Doc3263   prince this letter doth make good the friars words
Doc3264     their course of love the tidings of her death
Doc3265     and here he writes that he did buy a poison
Doc3266     of a poor pothecary and therewithal
Doc3267     came to this vault to die and lie with juliet
Doc3268     where be these enemies? capulet montage
Doc3269     see what a scourge is laid upon your hate
Doc3270     that heaven finds means to kill your joys with love
Doc3271     and i for winking at you discords too
Doc3272     have lost a brace of kinsmen all are punishd
Doc3273   cap o brother montague give me thy hand
Doc3274     this is my daughters jointure for no more
Doc3275     can i demand
Doc3276   mon but i can give thee more
Doc3277     for i will raise her statue in pure gold
Doc3278     that whiles verona by that name is known
Doc3279     there shall no figure at such rate be set
Doc3280     as that of true and faithful juliet
Doc3281   cap as rich shall romeos by his ladys lie 
Doc3282     poor sacrifices of our enmity
Doc3283   prince a glooming peace this morning with it brings
Doc3284     the sun for sorrow will not show his head
Doc3285     go hence to have more talk of these sad things
Doc3286     some shall be pardond and some punished
Doc3287     for never was a story of more woe
Doc3288     than this of juliet and her romeo
Doc3289                                                    exeunt omnes
Doc3290 the end
